,AGE07,EDCL07,MARRIED07,KIDS07,OCCAT107,INCOME07,RISK07,WSAVED07,SPENDMOR07,HHOUSES07,NETWORTH07,Risky2007,Risky2009,Safe2007,Safe2009,RiskTol2007,RiskTol2009,RiskTolChange
12382,58,4,1,3,2,4728494.7955,1,3,1,1,56798181.515,1677668.1907,22000,121993.4030048,75200,0.9322131430533763,0.22633744855967078,-0.7058756944937056
12383,58,4,1,3,2,4696545.5063,1,3,1,1,55004319.268,1460192.6845,22000,134213.4552578,68900,0.9158222915033507,0.24202420242024203,-0.6737980890831087
12384,58,4,1,3,2,4781743.6108,1,3,1,1,56857935.5,1470548.661,22000,121682.7237097,74800,0.9235772357722458,0.22727272727272727,-0.6963045084995185
12390,53,4,2,3,4,249204.45544,2,3,2,1,4179672.1097,2954560.09149,1294000,88025.800131,15000,0.9710687542549201,0.988540870893812,0.01747211663889192
12391,53,4,2,3,4,249204.45544,2,3,2,1,5733068.5826,4507956.56433,1440000,88025.800131,15000,0.9808472284811904,0.9896907216494846,0.008843493168294136
12392,53,4,2,3,4,249204.45544,2,3,2,1,6171126.388,4946014.36967,1395000,88025.800131,15000,0.9825138860315293,0.9893617021276596,0.006847816096130277
12393,53,4,2,3,4,249204.45544,2,3,2,1,4084397.1261,2859285.1078,1310000,88025.800131,15000,0.9701335207310063,0.9886792452830189,0.018545724552012532
12394,53,4,2,3,4,249204.45544,2,3,2,1,6695138.7982,5468991.18226,1437000,89061.39778,15000,0.9839761505495942,0.9896694214876033,0.005693270938009087
12400,69,4,1,0,1,490954.07674,3,2,4,1,21578748.204,5747566.9497,3000000,93203.788374,93000,0.9840425531914073,0.9699321047526673,-0.014110448438739986
12401,69,4,1,0,1,486694.17152,3,2,4,1,21979524.494,6244653.821,3000000,93203.788374,93000,0.9852941176469242,0.9699321047526673,-0.015362012894256871
12402,69,4,1,0,1,497343.93457,3,2,4,1,20038814.5,4380578.0536,3000000,93203.788374,93000,0.9791666666667691,0.9699321047526673,-0.009234561914101769
12403,69,4,1,0,1,509058.67393,3,2,4,1,29961911.169,14301603.5272,3000000,94239.386023,93000,0.9934537083662924,0.9699321047526673,-0.023521603613625097
12404,69,4,1,0,1,504798.76871,3,2,4,1,19376032.005,3666015.676,3000000,93203.788374,93000,0.9752066115699577,0.9699321047526673,-0.005274506817290359
12410,82,4,2,0,3,42599.052212,3,3,2,0,847947.35467,150161.65905,147000,14498.3670808,21750,0.91194968553398,0.8711111111111111,-0.04083857442286898
12411,82,4,2,0,3,42599.052212,3,3,2,0,4071969.9543,603753.42913,150000,14498.3670808,21750,0.9765494137345674,0.8733624454148472,-0.10318696831972018
12412,82,4,2,0,3,42599.052212,3,3,2,0,1290768.9092,318964.07577,219000,14498.3670808,21750,0.9565217391294438,0.9096573208722741,-0.04686441825716969
12413,82,4,2,0,3,42599.052212,3,3,2,0,6721960.7773,1946923.5794,130000,14498.3670808,21750,0.992608236536349,0.85667215815486,-0.13593607838148902
12414,82,4,2,0,3,42599.052212,3,3,2,0,6139333.5402,829513.71653,158000,14498.3670808,21750,0.9828220858891332,0.8789986091794159,-0.10382347670971737
12415,67,3,1,0,3,26624.407632,2,1,3,1,157421.19856,46601.894187,3000,10677.01175704,5600,0.8135960947391145,0.3488372093023256,-0.46475888543678895
12416,67,3,1,0,3,25559.431327,2,1,3,1,159078.1548,49708.687133,3000,9227.17504902,5200,0.8434370057992466,0.36585365853658536,-0.4775833472626613
12417,67,3,1,0,3,25559.431327,2,1,3,1,139350.0196,30032.331809,3000,9175.395166549999,5200,0.7659799260418286,0.36585365853658536,-0.40012626750524327
12418,67,3,1,0,3,25559.431327,2,1,3,1,159616.66558,46601.894187,3000,12872.478772030001,5500,0.7835625979462206,0.35294117647058826,-0.43062142147563237
12419,67,3,1,0,3,24494.455022,2,1,3,1,159699.51339,49708.687133,3000,10884.13128678,5600,0.8203725858834292,0.3488372093023256,-0.4715353765811036
12425,42,4,1,3,1,75613.317676,2,3,3,1,933384.16068,132970.7380752,85600,35728.1188764,48400,0.788213627987708,0.6388059701492538,-0.14940765783845422
12426,42,4,1,3,1,74548.341371,2,3,3,1,933280.60091,132970.7380752,85600,35624.5591114,47400,0.7886977886935305,0.643609022556391,-0.1450887661371395
